TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,CustomerOccupation,AccountBalance,Cluster
589.64,Debit,Online,62,210,Retired,2039.4,1
225.93,Credit,Branch,25,199,Student,1864.27,1
651.55,Debit,Online,72,82,Retired,2325.78,1
80.97,Debit,Online,38,157,Doctor,5926.31,0
191.89,Debit,Branch,25,14,Student,399.57,1
304.75,Credit,Branch,78,125,Retired,1916.34,1
201.53,Debit,Online,68,287,Retired,2732.86,1
8.45,Debit,ATM,22,141,Student,1115.3,1
435.98,Debit,Branch,30,105,Engineer,7334.08,0
743.24,Credit,Online,19,109,Student,1024.19,1
16.27,Debit,ATM,57,44,Doctor,10971.32,2
290.86,Debit,Online,45,36,Doctor,14631.88,2
85.73,Debit,ATM,41,266,Doctor,14928.35,2
555.71,Credit,Branch,22,73,Student,830.37,1
40.03,Debit,Branch,23,200,Student,6408.8,0
73.01,Credit,Online,25,62,Student,1997.33,1
346.12,Debit,Branch,44,12,Doctor,13084.27,2
252.93,Debit,ATM,75,222,Retired,2760.37,1
58.7,Debit,Branch,67,141,Doctor,8937.35,0
7.56,Debit,ATM,40,145,Doctor,8528.72,0
540.4,Debit,Branch,45,272,Doctor,425.77,1
264.14,Debit,ATM,64,125,Doctor,8459.26,0
248.15,Debit,ATM,75,202,Retired,2649.23,1
24.34,Debit,Branch,54,110,Engineer,6659.12,0
428.61,Debit,ATM,66,62,Doctor,11937.04,2
117.66,Credit,Branch,39,126,Doctor,6794.17,0
165.8,Debit,Online,60,287,Engineer,2064.76,1
289.18,Debit,ATM,65,64,Retired,3139.75,1
125.39,Debit,ATM,21,140,Student,202.69,1
305.18,Debit,Online,58,216,Retired,4474.2,0
506.9,Credit,Branch,64,56,Doctor,11471.87,2
504.12,Credit,Branch,25,101,Student,1107.28,1
42.09,Debit,Branch,29,118,Engineer,5526.28,0
607.28,Debit,ATM,32,84,Doctor,9679.68,2
91.9,Debit,Online,77,125,Retired,1033.94,1
303.43,Debit,Branch,22,30,Student,1833.24,1
668.78,Debit,ATM,20,141,Student,983.68,1
270.54,Credit,ATM,20,139,Student,269.78,1
247.93,Debit,Branch,37,79,Engineer,9801.48,2
34.67,Debit,Online,19,71,Student,888.6,1
326.03,Credit,Online,18,137,Student,290.24,1
148.26,Debit,ATM,25,57,Student,958.7,1
373.99,Debit,ATM,60,140,Doctor,8590.5,0
254.34,Debit,Online,49,79,Engineer,5461.08,0
819.48,Debit,ATM,25,26,Student,1804.5,1
14.0,Debit,ATM,49,173,Engineer,7975.18,0
57.16,Debit,ATM,40,74,Engineer,222.22,1
282.26,Debit,Online,37,278,Engineer,6857.2,0
46.96,Debit,Online,46,12,Engineer,2028.92,1
473.2,Debit,Online,34,173,Doctor,248.52,1
192.97,Debit,ATM,59,140,Retired,3019.04,1
168.99,Debit,ATM,18,203,Student,1523.57,1
1.82,Debit,Online,80,60,Retired,5571.39,0
40.9,Debit,ATM,55,37,Doctor,1514.34,1
78.91,Debit,Online,61,157,Doctor,1817.43,1
169.97,Credit,ATM,22,12,Student,6269.12,0
486.61,Credit,ATM,48,130,Engineer,2006.69,1
148.13,Debit,Branch,58,56,Retired,2189.38,1
164.52,Debit,ATM,61,162,Doctor,11036.74,2
720.89,Debit,ATM,27,120,Student,447.06,1
268.7,Debit,ATM,53,63,Retired,2104.74,1
637.34,Debit,ATM,51,278,Retired,5183.5,0
216.76,Credit,Online,47,138,Engineer,643.64,1
418.02,Debit,ATM,46,110,Doctor,11011.86,2
292.03,Credit,ATM,46,154,Engineer,951.33,1
251.4,Debit,ATM,57,178,Retired,2561.67,1
184.56,Debit,Online,21,93,Student,1549.27,1
33.76,Debit,Online,26,227,Engineer,3253.51,1
253.46,Debit,ATM,45,60,Engineer,1338.95,1
138.68,Credit,Branch,22,44,Student,206.2,1
42.56,Debit,Online,18,146,Student,4361.44,0
680.76,Debit,Branch,21,165,Student,572.97,1
53.83,Debit,Branch,70,131,Retired,4580.59,0
11.09,Debit,Branch,51,95,Engineer,2990.05,1
37.81,Debit,Branch,63,195,Retired,5208.98,0
449.18,Debit,Online,67,50,Retired,1025.99,1
297.6,Debit,Online,39,162,Doctor,1461.17,1
683.75,Debit,Branch,32,106,Doctor,6333.72,0
21.4,Credit,Online,48,129,Engineer,8551.6,0
315.94,Debit,ATM,78,93,Retired,4273.99,0
223.76,Credit,Branch,74,110,Retired,4102.23,0
216.03,Debit,ATM,42,300,Doctor,10462.77,2
17.42,Debit,ATM,74,150,Retired,6851.31,0
491.91,Debit,Online,78,155,Retired,2421.94,1
350.11,Credit,Online,74,178,Retired,4639.04,0
218.07,Debit,Branch,23,243,Student,443.62,1
291.09,Debit,Branch,48,73,Engineer,6312.79,0
422.14,Credit,Branch,26,109,Student,1436.32,1
613.21,Debit,ATM,61,157,Retired,3279.12,1
73.83,Debit,Online,69,69,Doctor,6020.29,0
67.33,Debit,Online,59,36,Engineer,5925.98,0
26.92,Debit,ATM,62,43,Retired,1674.94,1
18.3,Debit,Online,48,155,Engineer,3733.52,1
317.94,Debit,ATM,54,124,Engineer,2996.51,1
179.38,Debit,Online,40,173,Doctor,11666.18,2
13.92,Debit,ATM,37,209,Engineer,2735.84,1
365.43,Debit,ATM,25,176,Student,1073.51,1
263.59,Debit,Branch,71,16,Retired,6996.35,0
54.8,Debit,Branch,34,140,Engineer,4943.49,0
141.49,Debit,Online,24,75,Student,1665.58,1
31.39,Debit,ATM,20,15,Student,998.49,1
93.82,Debit,Online,39,176,Engineer,8422.06,0
5.71,Debit,Branch,21,106,Student,1285.42,1
178.39,Debit,Online,34,98,Engineer,8469.43,0
126.91,Debit,ATM,22,42,Student,692.69,1
36.09,Debit,Branch,53,167,Doctor,12319.26,2
91.77,Debit,Branch,51,174,Doctor,9240.73,2
198.92,Debit,Online,36,100,Engineer,2854.66,1
137.81,Debit,Branch,58,44,Engineer,2631.47,1
136.88,Credit,Branch,24,71,Student,7465.95,0
133.07,Debit,Branch,21,155,Student,1670.99,1
1.14,Debit,Branch,43,137,Doctor,13913.92,2
256.34,Debit,Branch,69,99,Retired,7471.63,0
56.11,Debit,Branch,36,109,Doctor,11123.65,2
118.1,Debit,ATM,50,50,Engineer,7976.6,0
137.86,Credit,Online,66,120,Doctor,8046.94,0
813.78,Credit,ATM,54,55,Doctor,14935.5,2
237.97,Debit,ATM,69,69,Doctor,13486.15,2
684.96,Debit,ATM,21,31,Student,526.67,1
878.63,Debit,ATM,60,139,Engineer,4954.37,0
276.56,Debit,Branch,68,15,Doctor,8942.58,0
8.75,Debit,ATM,79,199,Retired,4044.62,1
637.48,Debit,Online,65,207,Retired,4148.85,0
103.15,Debit,Branch,51,179,Doctor,11388.15,2
505.6,Debit,Branch,52,183,Retired,5347.57,0
371.86,Debit,ATM,46,91,Doctor,1329.45,1
14.26,Debit,Branch,50,37,Engineer,2475.65,1
13.16,Debit,Branch,43,98,Engineer,1019.46,1
73.01,Debit,ATM,56,101,Retired,2833.12,1
201.5,Credit,Online,61,196,Doctor,12148.32,2
150.3,Debit,Online,41,204,Doctor,14371.08,2
23.7,Debit,ATM,46,32,Doctor,7947.44,0
49.59,Debit,Branch,48,147,Engineer,6037.03,0
720.13,Credit,ATM,22,96,Student,387.02,1
134.92,Debit,Online,19,101,Student,1081.97,1
116.97,Debit,ATM,18,299,Student,729.7,1
88.29,Credit,Online,50,287,Engineer,5245.93,0
5.81,Debit,ATM,25,222,Student,1290.95,1
103.48,Debit,ATM,32,33,Engineer,6494.25,0
156.74,Debit,ATM,70,136,Retired,4004.35,1
505.14,Debit,ATM,68,179,Retired,2525.47,1
31.06,Debit,ATM,46,61,Doctor,11014.25,2
7.61,Debit,ATM,50,163,Doctor,6275.0,0
276.16,Credit,ATM,53,71,Retired,1733.34,1
145.77,Debit,ATM,68,237,Retired,5294.98,0
369.44,Debit,Online,34,19,Engineer,5018.67,0
558.86,Debit,ATM,60,95,Doctor,9844.32,2
429.15,Debit,Branch,26,218,Student,712.13,1
36.74,Debit,Branch,33,133,Doctor,6217.58,0
79.14,Credit,Online,57,22,Retired,2229.56,1
132.48,Debit,Branch,36,101,Engineer,9313.05,2
203.76,Debit,Branch,55,37,Retired,6747.16,0
750.95,Debit,Branch,78,27,Retired,5134.37,0
0.84,Debit,ATM,52,31,Engineer,2207.54,1
257.18,Debit,Online,67,28,Doctor,13336.15,2
767.66,Debit,ATM,63,155,Doctor,1801.69,1
182.29,Debit,Online,54,123,Doctor,522.39,1
184.51,Credit,Online,54,118,Doctor,9381.64,2
144.1,Debit,Branch,57,30,Doctor,11523.64,2
72.5,Debit,ATM,40,30,Doctor,12723.62,2
22.15,Debit,Branch,44,73,Doctor,7451.83,0
777.92,Debit,Branch,62,97,Doctor,7061.58,0
790.07,Debit,Online,28,197,Student,985.77,1
406.33,Credit,Branch,59,103,Engineer,4298.34,0
767.41,Debit,ATM,56,27,Doctor,12799.34,2
4.58,Credit,Online,21,135,Student,811.24,1
447.83,Credit,Branch,53,88,Doctor,13273.08,2
49.67,Debit,Online,21,146,Student,842.94,1
77.83,Credit,Branch,49,146,Engineer,2471.53,1
702.87,Debit,ATM,19,184,Student,1237.5,1
133.56,Debit,Online,25,177,Student,783.83,1
868.05,Credit,Online,49,119,Engineer,3931.03,1
52.87,Debit,Branch,24,70,Student,960.96,1
179.0,Debit,ATM,78,121,Retired,7310.88,0
384.11,Debit,ATM,58,12,Retired,7902.52,0
227.61,Debit,Online,71,61,Retired,4405.28,0
40.83,Debit,ATM,48,24,Engineer,3944.12,1
19.76,Debit,ATM,20,240,Student,1523.04,1
484.24,Debit,Branch,67,77,Doctor,8042.3,0
494.66,Debit,Online,33,110,Doctor,5531.93,0
301.47,Debit,Branch,21,291,Student,560.73,1
199.09,Debit,Online,70,89,Doctor,1658.52,1
38.95,Debit,Online,27,50,Engineer,731.52,1
515.94,Debit,ATM,29,37,Engineer,1389.89,1
41.93,Debit,ATM,48,136,Engineer,5081.26,0
137.84,Debit,ATM,27,83,Student,1000.35,1
95.35,Debit,Online,21,131,Student,1639.9,1
93.14,Debit,Online,67,151,Retired,5473.82,0
79.33,Credit,Online,51,109,Doctor,14798.1,2
76.89,Debit,ATM,55,132,Doctor,7374.26,0
233.71,Debit,Online,19,297,Student,1231.98,1
14.92,Debit,Branch,26,120,Engineer,6611.26,0
242.17,Debit,ATM,60,147,Doctor,883.72,1
122.98,Debit,Online,79,228,Retired,5055.99,0
129.35,Debit,ATM,52,130,Engineer,7166.88,0
138.33,Debit,Online,21,69,Student,232.56,1
39.31,Debit,Online,25,178,Student,1236.38,1
91.85,Debit,Online,21,148,Student,802.09,1
277.7,Debit,Branch,58,107,Engineer,1423.2,1
114.03,Debit,ATM,51,172,Doctor,13388.56,2
302.63,Credit,Branch,27,10,Engineer,2801.28,1
31.19,Debit,ATM,52,74,Engineer,5545.96,0
112.91,Credit,Online,27,135,Engineer,4764.48,0
742.26,Debit,Online,27,36,Engineer,7868.19,0
256.8,Debit,ATM,26,80,Student,1128.38,1
378.68,Debit,ATM,60,239,Doctor,7627.04,0
571.93,Debit,Online,52,119,Retired,4026.03,1
26.31,Credit,Online,77,163,Retired,7095.76,0
205.58,Debit,Online,20,159,Student,1501.95,1
533.61,Debit,Online,48,115,Engineer,3656.93,1
428.62,Debit,Branch,55,72,Retired,3473.24,1
361.22,Debit,ATM,64,167,Retired,7061.73,0
837.29,Debit,Branch,25,216,Student,6012.67,0
117.25,Credit,Online,31,73,Doctor,13694.68,2
135.27,Debit,ATM,48,131,Doctor,9410.51,2
185.1,Debit,Branch,53,23,Retired,6115.63,0
113.54,Debit,Online,38,273,Engineer,5581.21,0
354.96,Debit,Online,69,96,Doctor,6712.94,0
224.22,Debit,Branch,53,37,Doctor,8400.87,0
737.1,Debit,ATM,60,92,Retired,4644.19,0
223.22,Debit,ATM,27,96,Student,1734.22,1
557.26,Debit,ATM,69,53,Doctor,5237.12,0
27.44,Debit,ATM,62,164,Retired,5950.48,0
310.09,Debit,Branch,36,166,Doctor,9962.5,2
80.38,Debit,Online,52,116,Doctor,9662.88,2
26.1,Credit,Branch,66,115,Doctor,5243.0,0
845.14,Credit,Branch,73,183,Retired,1702.65,1
59.73,Debit,ATM,27,56,Student,800.93,1
758.77,Debit,ATM,60,114,Engineer,7231.47,0
301.51,Debit,ATM,22,284,Student,1052.31,1
418.03,Debit,Online,58,161,Doctor,10721.29,2
118.06,Credit,Branch,32,31,Doctor,13560.63,2
483.92,Debit,ATM,70,115,Retired,3138.0,1
78.93,Debit,ATM,38,145,Doctor,9916.24,2
36.63,Debit,ATM,75,261,Retired,7941.73,0
87.85,Debit,Branch,49,63,Engineer,3753.24,1
705.34,Debit,Online,59,124,Doctor,5003.22,0
116.89,Debit,Online,71,226,Retired,4880.31,0
106.41,Debit,Branch,57,87,Retired,1310.38,1
584.41,Debit,ATM,23,41,Student,4475.22,0
584.98,Credit,Branch,55,121,Retired,6521.05,0
79.21,Debit,Branch,56,140,Retired,1615.04,1
173.13,Credit,Online,20,288,Student,1490.34,1
335.7,Debit,ATM,80,57,Retired,6601.44,0
422.81,Debit,Branch,28,193,Student,1929.28,1
135.43,Debit,ATM,57,92,Retired,5315.83,0
584.88,Debit,ATM,26,121,Student,548.45,1
308.94,Debit,Online,25,167,Student,1931.66,1
295.93,Debit,Branch,36,117,Doctor,1050.63,1
77.44,Debit,Branch,58,268,Retired,1950.63,1
92.5,Credit,Online,40,70,Engineer,6295.45,0
97.74,Credit,Online,41,137,Engineer,4113.63,0
291.68,Debit,ATM,21,90,Student,1451.02,1
56.96,Debit,ATM,22,135,Student,1597.85,1
436.8,Debit,Online,27,92,Student,1256.33,1
259.49,Debit,Online,72,292,Retired,7320.61,0
726.26,Debit,Online,57,147,Retired,2150.38,1
568.68,Debit,ATM,72,101,Retired,2940.04,1
77.57,Debit,Online,49,225,Doctor,12801.93,2
14.16,Credit,Branch,74,290,Retired,5399.76,0
61.33,Debit,ATM,27,129,Engineer,7537.4,0
27.64,Debit,Online,54,23,Engineer,7498.51,0
3.85,Debit,ATM,29,32,Doctor,10506.41,2
431.22,Credit,Branch,73,129,Retired,6505.98,0
178.55,Debit,Branch,55,67,Engineer,7568.4,0
248.76,Debit,ATM,18,56,Student,546.46,1
76.16,Debit,ATM,23,99,Student,1072.25,1
347.25,Debit,ATM,69,250,Doctor,7273.55,0
325.98,Debit,ATM,19,277,Student,782.35,1
249.56,Debit,Branch,76,246,Retired,4444.95,0
17.43,Debit,ATM,56,33,Doctor,10658.88,2
198.01,Credit,Branch,26,40,Student,250.93,1
585.58,Debit,Branch,23,55,Student,1729.02,1
434.67,Credit,Online,27,124,Student,1298.13,1
510.7,Credit,Online,27,294,Student,5828.48,0
331.98,Debit,ATM,74,12,Retired,7600.99,0
199.54,Debit,Online,56,268,Engineer,9603.73,2
212.97,Debit,Online,59,178,Engineer,4180.4,0
270.56,Debit,Online,23,139,Student,1268.44,1
306.37,Debit,ATM,26,120,Engineer,9609.67,2
643.02,Credit,ATM,38,85,Doctor,11989.39,2
98.48,Debit,Branch,47,12,Engineer,9538.92,2
889.01,Debit,Online,36,169,Engineer,4826.88,0
537.86,Debit,Online,27,134,Student,293.06,1
241.18,Debit,ATM,25,162,Student,1445.53,1
130.54,Debit,ATM,64,94,Doctor,11204.62,2
800.29,Credit,Branch,20,84,Student,693.4,1
8.81,Debit,Online,57,165,Doctor,13523.65,2
28.52,Debit,ATM,20,163,Student,662.51,1
431.31,Credit,Online,23,99,Student,342.73,1
885.33,Credit,ATM,47,59,Engineer,7764.16,0
199.23,Debit,ATM,29,54,Engineer,9834.0,2
42.26,Debit,ATM,44,171,Doctor,268.77,1
166.06,Debit,ATM,30,172,Engineer,5397.68,0
357.72,Debit,ATM,53,25,Retired,7659.5,0
588.37,Debit,Online,28,284,Student,1926.08,1
72.82,Debit,Online,68,127,Doctor,6911.62,0
162.36,Debit,Online,36,147,Engineer,7527.04,0
584.82,Credit,Online,43,109,Doctor,12071.1,2
38.15,Credit,Online,72,129,Retired,1425.47,1
477.54,Credit,ATM,23,52,Student,1598.63,1
639.57,Debit,Branch,60,43,Doctor,11726.47,2
58.23,Debit,Online,28,34,Student,9189.76,2
776.21,Credit,Online,78,99,Retired,4895.87,0
248.76,Debit,Branch,21,117,Student,6178.77,0
188.61,Debit,Online,67,26,Retired,7167.57,0
675.37,Credit,Online,56,31,Retired,4704.91,0
94.82,Credit,Branch,67,56,Retired,1267.72,1
425.18,Credit,Online,59,135,Engineer,5790.55,0
50.28,Debit,Branch,60,65,Engineer,5729.1,0
864.72,Credit,Branch,34,58,Engineer,7379.38,0
70.68,Debit,Online,25,105,Student,1478.41,1
261.77,Debit,Online,28,46,Student,824.71,1
183.22,Debit,ATM,27,63,Student,1024.42,1
156.86,Debit,ATM,51,102,Doctor,14453.35,2
120.67,Debit,ATM,42,233,Doctor,5374.54,0
308.62,Credit,Branch,59,101,Engineer,9148.08,2
506.81,Debit,ATM,59,41,Engineer,2757.23,1
328.39,Debit,ATM,41,108,Engineer,2523.83,1
796.3,Debit,Branch,67,64,Retired,1498.79,1
72.47,Debit,Online,29,72,Doctor,1305.56,1
279.6,Debit,ATM,25,131,Student,1910.9,1
304.2,Debit,Online,25,102,Student,423.64,1
351.38,Debit,Branch,64,21,Retired,7606.63,0
86.07,Debit,Branch,31,23,Doctor,842.56,1
604.5,Debit,ATM,28,80,Student,709.42,1
258.7,Debit,ATM,27,123,Student,1358.37,1
11.46,Credit,Branch,75,64,Retired,7258.33,0
63.76,Debit,ATM,69,100,Retired,4980.26,0
446.83,Credit,Branch,55,143,Retired,1623.5,1
63.54,Debit,ATM,26,136,Engineer,4401.78,0
81.11,Debit,Online,48,110,Engineer,2051.37,1
170.96,Debit,Branch,64,69,Doctor,13374.89,2
48.51,Debit,Branch,22,69,Student,3363.23,1
325.03,Debit,Branch,60,106,Doctor,13521.76,2
125.83,Debit,ATM,57,138,Retired,6109.86,0
506.83,Debit,Branch,37,45,Engineer,9975.79,2
738.94,Debit,Branch,41,173,Doctor,13856.18,2
180.36,Credit,Online,33,55,Engineer,9905.23,2
225.1,Debit,ATM,28,35,Student,1547.71,1
359.51,Debit,Online,79,157,Retired,7153.72,0
720.46,Debit,Branch,54,44,Retired,3101.54,1
291.46,Debit,ATM,57,135,Retired,7142.53,0
98.24,Debit,Online,28,148,Student,580.66,1
100.48,Credit,Branch,18,104,Student,6149.81,0
45.9,Debit,Branch,56,264,Engineer,5698.25,0
258.21,Debit,Online,39,225,Doctor,9562.41,2
287.51,Debit,Online,22,255,Student,187.65,1
501.3,Credit,Online,26,146,Engineer,8520.08,0
26.1,Debit,ATM,27,32,Student,1435.72,1
436.77,Debit,ATM,20,176,Student,825.69,1
292.38,Debit,ATM,68,224,Doctor,5803.89,0
25.29,Debit,Online,50,125,Engineer,5374.69,0
123.35,Credit,Online,31,10,Doctor,6852.16,0
139.52,Debit,Branch,23,31,Student,1570.22,1
51.2,Debit,Online,18,83,Student,730.6,1
161.38,Credit,Online,24,101,Student,3900.34,1
2.51,Debit,Online,63,32,Retired,4891.56,0
22.62,Debit,ATM,64,102,Doctor,7682.0,0
126.83,Debit,Branch,57,39,Retired,6100.98,0
46.6,Debit,Online,55,68,Doctor,1562.9,1
243.8,Debit,Branch,57,48,Doctor,13732.81,2
231.51,Credit,Branch,60,96,Retired,5790.7,0
175.05,Debit,Online,39,34,Engineer,1447.35,1
762.74,Debit,ATM,64,244,Doctor,207.1,1
34.03,Debit,Branch,57,38,Engineer,3077.2,1
15.95,Debit,Branch,25,52,Student,1983.0,1
101.51,Credit,Online,46,199,Engineer,3052.47,1
309.42,Debit,Branch,27,42,Engineer,8564.46,0
257.6,Credit,Online,59,293,Retired,7950.74,0
746.78,Credit,Branch,21,64,Student,1699.81,1
82.01,Credit,Branch,23,156,Student,287.46,1
476.99,Debit,Online,23,187,Student,1154.48,1
320.11,Debit,Branch,23,130,Student,4076.48,1
333.39,Debit,ATM,68,35,Doctor,10628.59,2
10.3,Debit,ATM,47,197,Engineer,7801.32,0
416.55,Debit,Online,33,73,Engineer,922.96,1
84.91,Debit,Online,18,68,Student,1671.86,1
98.95,Debit,Branch,75,73,Retired,5670.82,0
18.14,Credit,ATM,58,48,Retired,6020.85,0
215.13,Debit,Online,46,114,Engineer,3956.69,1
218.57,Credit,Branch,62,102,Doctor,13869.86,2
341.88,Debit,ATM,43,89,Engineer,4159.52,0
691.92,Debit,Online,19,61,Student,1084.65,1
50.43,Debit,Branch,32,51,Doctor,9794.26,2
440.43,Debit,Branch,78,23,Retired,5123.24,0
299.03,Debit,Branch,39,52,Engineer,1381.28,1
1.98,Debit,ATM,66,170,Doctor,11619.1,2
173.45,Debit,ATM,31,161,Engineer,9077.62,0
438.76,Debit,Branch,22,73,Student,1824.19,1
519.62,Credit,Online,71,40,Retired,4159.33,0
738.68,Debit,Online,50,124,Doctor,14352.33,2
151.14,Debit,Online,64,38,Retired,2156.54,1
75.77,Debit,Branch,51,148,Engineer,8361.7,0
444.52,Debit,Online,27,17,Engineer,5424.6,0
5.29,Debit,Online,52,276,Doctor,11263.89,2
97.63,Credit,Online,48,127,Doctor,12467.31,2
256.95,Debit,Branch,26,71,Engineer,2531.24,1
734.86,Credit,Branch,48,290,Engineer,6242.03,0
84.28,Debit,Branch,39,142,Doctor,13586.06,2
202.49,Credit,ATM,48,69,Engineer,7447.1,0
154.99,Debit,Branch,25,53,Student,1419.31,1
481.53,Debit,Branch,58,277,Retired,6142.54,0
172.92,Debit,Online,20,212,Student,416.37,1
275.59,Credit,Branch,53,238,Retired,6313.22,0
207.2,Debit,Online,60,133,Engineer,8092.94,0
136.82,Debit,Branch,31,14,Engineer,6229.13,0
179.38,Debit,Online,30,28,Engineer,8741.51,0
26.3,Debit,ATM,32,33,Doctor,7473.73,0
319.5,Credit,Branch,29,69,Engineer,2366.3,1
182.42,Debit,Branch,51,137,Retired,3051.29,1
716.62,Debit,ATM,44,241,Doctor,6987.4,0
222.96,Credit,ATM,65,150,Doctor,7370.41,0
79.77,Debit,ATM,68,167,Retired,5010.31,0
431.08,Debit,Branch,59,25,Retired,6760.22,0
592.24,Debit,ATM,52,140,Doctor,9817.05,2
200.19,Credit,Branch,52,108,Retired,4389.96,0
297.5,Credit,Branch,73,80,Retired,6768.14,0
345.86,Debit,ATM,51,145,Retired,1504.64,1
343.88,Debit,Online,63,97,Retired,6486.18,0
16.52,Credit,Online,25,135,Student,835.53,1
162.1,Debit,Branch,41,151,Engineer,8576.65,0
36.12,Debit,Online,22,234,Student,1593.03,1
354.91,Debit,ATM,74,191,Retired,3872.55,1
38.41,Debit,ATM,40,117,Doctor,9129.68,2
53.52,Debit,Branch,49,55,Engineer,2227.49,1
498.59,Debit,Online,57,138,Retired,2619.46,1
13.3,Debit,ATM,23,63,Student,213.0,1
189.65,Debit,ATM,21,60,Student,8457.09,0
255.32,Debit,ATM,80,27,Retired,6290.62,0
230.51,Credit,Branch,51,56,Engineer,9522.37,2
237.74,Debit,ATM,61,152,Doctor,11795.12,2
512.76,Debit,ATM,52,26,Doctor,5121.36,0
151.37,Debit,ATM,54,53,Engineer,8356.08,0
85.01,Credit,ATM,25,157,Student,1299.4,1
444.47,Debit,Online,57,61,Retired,6062.94,0
184.19,Debit,ATM,67,58,Retired,7588.67,0
879.25,Credit,Online,24,137,Student,125.85,1
55.98,Credit,Branch,24,87,Student,7047.04,0
54.91,Credit,ATM,41,275,Engineer,7927.27,0
393.74,Debit,Online,26,90,Student,1769.06,1
58.94,Debit,Online,30,26,Engineer,4575.98,0
515.57,Debit,ATM,27,56,Engineer,9269.67,2
332.15,Debit,ATM,59,105,Doctor,9749.46,2
177.94,Debit,Online,19,173,Student,123.24,1
68.68,Debit,Online,49,141,Engineer,4718.51,0
240.03,Debit,Online,33,31,Engineer,7807.73,0
168.34,Debit,ATM,64,240,Retired,7483.01,0
474.77,Debit,Online,46,284,Engineer,8494.53,0
451.7,Debit,Online,29,103,Engineer,8994.67,0
243.85,Debit,Branch,39,43,Engineer,4576.78,0
5.76,Debit,Branch,38,164,Engineer,5859.79,0
435.08,Debit,Online,55,78,Engineer,2103.41,1
127.78,Debit,ATM,20,170,Student,1046.66,1
23.14,Credit,Online,47,93,Doctor,10536.54,2
545.87,Debit,Branch,27,41,Engineer,4860.01,0
21.21,Debit,Online,55,37,Engineer,9575.42,2
423.53,Credit,Branch,50,81,Doctor,5453.4,0
142.1,Credit,Online,18,109,Student,1545.64,1
114.15,Debit,ATM,19,52,Student,1612.4,1
275.98,Credit,Online,72,67,Retired,6151.05,0
590.68,Debit,Branch,27,23,Student,852.2,1
152.42,Debit,ATM,42,176,Doctor,9141.79,2
395.77,Credit,Branch,43,118,Doctor,6425.99,0
615.16,Debit,Online,26,140,Student,214.61,1
207.82,Credit,Online,19,30,Student,229.02,1
220.52,Debit,ATM,57,152,Retired,1793.09,1
281.47,Debit,ATM,34,142,Engineer,4437.48,0
57.91,Credit,Branch,58,97,Engineer,3641.06,1
30.48,Credit,Branch,32,78,Doctor,11481.85,2
453.09,Debit,Branch,48,97,Doctor,6708.65,0
424.47,Debit,Online,22,116,Student,5491.55,0
228.4,Debit,ATM,67,116,Doctor,9598.43,2
67.17,Debit,Online,63,48,Doctor,14410.44,2
284.89,Debit,Online,53,115,Doctor,9738.6,2
118.69,Debit,Online,33,296,Doctor,749.34,1
221.33,Debit,ATM,27,276,Student,1185.43,1
252.31,Credit,ATM,26,172,Student,1584.6,1
58.85,Credit,Online,71,115,Retired,1789.8,1
194.68,Debit,Online,32,165,Doctor,14494.18,2
433.53,Debit,Branch,38,231,Doctor,6368.32,0
178.26,Debit,ATM,59,59,Retired,1137.13,1
207.65,Debit,Online,34,98,Engineer,5143.8,0
237.0,Debit,Online,49,115,Doctor,14021.4,2
347.63,Credit,Online,25,272,Student,1400.04,1
517.68,Debit,ATM,31,24,Doctor,11305.81,2
36.25,Debit,Branch,52,76,Doctor,193.06,1
46.53,Debit,ATM,42,34,Engineer,4468.12,0
207.47,Debit,ATM,53,12,Doctor,1688.9,1
199.7,Debit,ATM,43,285,Engineer,7574.45,0
307.89,Credit,Online,62,90,Retired,2637.55,1
20.06,Debit,ATM,27,144,Student,445.21,1
236.57,Debit,ATM,79,112,Retired,3488.77,1
0.32,Debit,ATM,39,136,Engineer,7158.58,0
14.28,Debit,ATM,23,81,Student,1597.51,1
232.35,Credit,Branch,33,153,Engineer,4186.25,0
317.53,Debit,Online,44,104,Engineer,6237.68,0
74.67,Debit,ATM,43,283,Engineer,3449.35,1
65.01,Credit,Online,29,67,Doctor,10235.19,2
0.45,Debit,Branch,34,172,Engineer,8670.23,0
364.13,Debit,ATM,63,61,Doctor,8198.0,0
222.66,Debit,Online,39,88,Doctor,14466.38,2
638.24,Debit,Branch,48,64,Engineer,5695.78,0
241.21,Debit,ATM,31,108,Engineer,1220.86,1
171.16,Debit,Online,51,42,Retired,6126.5,0
37.65,Credit,Online,27,109,Student,411.78,1
25.77,Debit,Online,68,18,Retired,4331.54,0
789.8,Debit,ATM,40,94,Doctor,13948.09,2
806.97,Debit,Online,25,11,Student,102.2,1
364.81,Debit,Online,25,53,Student,1145.23,1
490.82,Debit,ATM,26,114,Engineer,8704.27,0
311.28,Debit,Branch,49,198,Doctor,135.96,1
85.03,Debit,ATM,51,48,Retired,4597.57,0
307.75,Debit,Branch,64,63,Doctor,1061.58,1
333.67,Debit,Online,36,68,Engineer,9238.08,2
372.08,Debit,Branch,66,63,Doctor,13330.74,2
502.9,Credit,Online,26,141,Student,341.24,1
103.81,Debit,ATM,36,34,Doctor,7044.63,0
69.43,Debit,ATM,30,162,Engineer,9281.85,2
110.4,Credit,ATM,56,62,Doctor,8639.36,0
